Preliminary Risk Category,Neighborhood,Address,City,State,Zip Code,Year Built,No. Stories,Retrofit Level,Building Use,Estimated Number of Occupants,Confirmation Source,Long/Lat
Medium Risk,First Hill,703 Columbia St,Seattle,WA,98104,1906,3,Visible retrofit,Office,11-100,Google Street View,POINT (-122.32792603 47.605995996)
Medium Risk,First Hill,517 9th Ave,Seattle,WA,98104,1930,4,No visible retrofit,Residential,11-100,Google Street View,POINT (-122.324878034 47.605216018)
Medium Risk,First Hill,903 9th Ave,Seattle,WA,98104,1906,4,No visible retrofit,Residential,11-100,Google Street View,POINT (-122.327190015 47.607720991)
Medium Risk,First Hill,423 Terry Ave,Seattle,WA,98104,1911,5,Substantial Alteration,Residential,11-100,Google Street View,POINT (-122.323168964 47.605013008)
Medium Risk,First Hill,901 6th Ave,Seattle,WA,98104,1907,7,Permitted Retrofit,Residential,11-100,Field Visit,POINT (-122.330515032 47.606310988)
Medium Risk,First Hill,151 11th Ave,Seattle,WA,98122,1901,4,No visible retrofit,Residential,101+,Google Street View,POINT (-122.318341994 47.603014008)
Medium Risk,First Hill,452 12th Ave,Seattle,WA,98122,1923,2,No visible retrofit,Commercial/Residential,11-100,Google Street View,POINT (-122.316485989 47.605734983)
Medium Risk,First Hill,1018 9th Ave,Seattle,WA,98104,1923,5,No visible retrofit,Residential,101+,Google Street View,POINT (-122.327348014 47.609035986)
High Risk,First Hill,613 9th Ave,Seattle,WA,98104,1886,2,No visible retrofit,Public Assembly,101+,Field Visit,POINT (-122.325400981 47.605912009)
Medium Risk,First Hill,1317 Boren Ave,Seattle,WA,98101,1925,5,No visible retrofit,Residential,11-100,Permit Drawing Review,POINT (-122.327918989 47.61183001)
Medium Risk,First Hill,1006 Spring St,Seattle,WA,98104,1928,10,No visible retrofit,Residential,101+,Field Visit,POINT (-122.326759017 47.60986898)
Medium Risk,First Hill,1017 Boren Ave,Seattle,WA,98104,1925,5,No visible retrofit,Residential,101+,Google Street View,POINT (-122.325953013 47.609739982)
Medium Risk,First Hill,1431 Minor Ave,Seattle,WA,98101,1909,7,Permitted Retrofit,Residential,101+,Google Street View,POINT (-122.327872972 47.61359)
Medium Risk,First Hill,550 12th Ave,Seattle,WA,98122,1920,1,No visible retrofit,Commercial,11-100,,POINT (-122.316505016 47.607011002)
Medium Risk,First Hill,901 Madison St,Seattle,WA,98104,1908,1,No visible retrofit,Commercial,11-100,Google Street View,POINT (-122.326891032 47.608402985)
Medium Risk,First Hill,1020 Seneca St,Seattle,WA,98101,1925,6,No visible retrofit,Residential,101+,Google Street View,POINT (-122.326809979 47.610806999)
Medium Risk,First Hill,1019 Terry Ave,Seattle,WA,98104,1924,6,Permitted Retrofit,Residential,101+,Google Street View,POINT (-122.327033022 47.609230991)
Medium Risk,First Hill,912 12th Ave,Seattle,WA,98122,1930,1,Substantial Alteration,Commercial,11-100,Google Street View,POINT (-122.316374007 47.610884992)
Medium Risk,First Hill,1016 Madison St,Seattle,WA,98104,1929,1,No visible retrofit,Commercial,101+,Field Visit,POINT (-122.325602985 47.609417992)
Medium Risk,First Hill,1400 Boren Ave,Seattle,WA,98101,1925,4,No visible retrofit,Residential,101+,Field Visit,POINT (-122.327951008 47.612911988)
Medium Risk,First Hill,1000 Madison St,Seattle,WA,98104,1930,2,No visible retrofit,Commercial,11-100,Field Visit,POINT (-122.326096009 47.609156979)
Medium Risk,First Hill,1005 Terry Ave,Seattle,WA,98104,1908,7,No visible retrofit,Residential,101+,Google Street View,POINT (-122.326537029 47.609078365)
Medium Risk,First Hill,104 12th Ave,Seattle,WA,98122,1926,2,Permitted Retrofit,Commercial,11-100,Google Street View,POINT (-122.316424969 47.601923983)
Medium Risk,First Hill,1512 5th Ave,Seattle,WA,98101,1904,4,No visible retrofit,Commercial,11-100,Permit Drawing Review,POINT (-122.335710974 47.611292017)
Critical Risk,Fremont,3921 Linden Ave N,Seattle,WA,98103,1892,3,Permitted Retrofit,Schools,101+,Google Street View,POINT (-122.349117995 47.654773014)
Medium Risk,Fremont,4316 Fremont Ave N,Seattle,WA,98103,1923,1,No visible retrofit,Commercial,1-10,Field Visit,POINT (-122.349628034 47.659922018)
Medium Risk,Fremont,3515 Fremont Ave N,Seattle,WA,98103,1911,2,No visible retrofit,Commercial/Residential,11-100,Google Street View,POINT (-122.35023304 47.651154002)
High Risk,Fremont,619 N 36th St,Seattle,WA,98103,1909,3,Permitted Retrofit,Public Assembly,101+,Photos from Previous Surveys,POINT (-122.350487012 47.651214016)
High Risk,Fremont,708 N 35th St,Seattle,WA,98103,1907,4,Visible retrofit,Residential,11-100,Google Street View,POINT (-122.349279012 47.650637006)
Medium Risk,Fremont,4252 Fremont Ave N,Seattle,WA,98103,1909,2,Permitted Retrofit,Commercial/Residential,11-100,Field Visit,POINT (-122.349778992 47.65885102)
Medium Risk,Fremont,3640 Wallingford Ave N,Seattle,WA,98103,1920,2,No visible retrofit,Commercial/Residential,11-100,Google Street View,POINT (-122.336069971 47.651784992)
Medium Risk,Fremont,731 N 35th St,Seattle,WA,98103,1911,1,Permitted Retrofit,Government,11-100,Sandborn Insurance Maps,POINT (-122.348431015 47.650063013)
Medium Risk,Fremont,3414 Fremont Ave N,Seattle,WA,98103,1909,2,No visible retrofit,Commercial/Residential,11-100,Google Street View,POINT (-122.349371967 47.650174996)
Medium Risk,Fremont,615 N 35th St,Seattle,WA,98103,1907,2,No visible retrofit,Commercial,101+,Photos from Previous Surveys,POINT (-122.350432026 47.650343011)
Medium Risk,Fremont,3600 Wallingford Ave N,Seattle,WA,98103,1928,1,Visible retrofit,Office,11-100,Google Street View,POINT (-122.336092015 47.650685998)
Medium Risk,Fremont,1604 N 34th St,Seattle,WA,98103,1926,1,No visible retrofit,Commercial,11-100,Google Street View,POINT (-122.338373988 47.648304993)
Medium Risk,Fremont,3400 Phinney Ave N,Seattle,WA,98103,1905,1,Permitted Retrofit,Commercial,101+,Google Street View,POINT (-122.354128027 47.650884985)
Medium Risk,Georgetown,5245 East Marginal Way S,Seattle,WA,98134,1919,1,No visible retrofit,Industrial,11-100,Permit Drawing Review,POINT (-122.339375961 47.55430702)
Medium Risk,Georgetown,6285 Airport Way S,Seattle,WA,98108,1905,3,No visible retrofit,Residential,11-100,Google Street View,POINT (-122.313407987 47.546498984)
Medium Risk,Georgetown,1205 S Vale St,Seattle,WA,98108,1914,2,No visible retrofit,Commercial/Residential,101+,Sandborn Insurance Maps,POINT (-122.316966021 47.548890006)
Medium Risk,Georgetown,421 S River St,Seattle,WA,98108,1941,2,No visible retrofit,Industrial,11-100,Google Street View,POINT (-122.328839099 47.543618887)
High Risk,Georgetown,5800 4th Ave S,Seattle,WA,98108,1938,1,Substantial Alteration,Public Assembly,101+,Permit Drawing Review,POINT (-122.329192032 47.550839008)
Medium Risk,Georgetown,5421 1st Ave S,Seattle,WA,98108,1941,1,No visible retrofit,Industrial,1-10,Permit Drawing Review,POINT (-122.334820983 47.553657003)
Medium Risk,Georgetown,1223 S Bailey St,Seattle,WA,98108,1928,1,No visible retrofit,Commercial,11-100,Google Street View,POINT (-122.316443996 47.547740008)
Medium Risk,Georgetown,5605 Corson Ave S,Seattle,WA,98108,1906,2,No visible retrofit,Commercial/Residential,11-100,Photos from Previous Surveys,POINT (-122.320286009 47.552202995)
Medium Risk,Georgetown,6107 13th Ave S,Seattle,WA,98108,1940,1,No visible retrofit,Industrial,11-100,Google Street View,POINT (-122.316449025 47.54822201)
Medium Risk,Georgetown,5625 Airport Way S,Seattle,WA,98108,1924,1,Substantial Alteration,Commercial,101+,Google Street View,POINT (-122.319487968 47.551423981)
Medium Risk,Georgetown,1210 S Bailey St,Seattle,WA,98108,1928,1,No visible retrofit,Commercial,11-100,Google Street View,POINT (-122.316914975 47.548132994)
Medium Risk,Georgetown,6200 13th Ave S,Seattle,WA,98108,1909,2,Visible retrofit,Commercial,11-100,White Card Permit Records,POINT (-122.315867991 47.547542992)
Medium Risk,Georgetown,5813 Airport Way S,Seattle,WA,98108,1905,2,No visible retrofit,Commercial,101+,Google Street View,POINT (-122.318469986 47.550401011)
Medium Risk,Georgetown,6111 13th Ave S,Seattle,WA,98108,1929,1,No visible retrofit,Commercial,101+,Google Street View,POINT (-122.316449025 47.54822201)
Medium Risk,Georgetown,5501 Airport Way S,Seattle,WA,98108,1906,2,No visible retrofit,Office,11-100,Google Street View,POINT (-122.321261997 47.55321599)
Medium Risk,Georgetown,6124 12th Ave S,Seattle,WA,98108,1922,1,No visible retrofit,Commercial/Residential,11-100,Google Street View,POINT (-122.317166013 47.547950981)
Critical Risk,Green Lake,520 NE Ravenna Blvd,Seattle,WA,98115,1927,3,Permitted Retrofit,Schools,101+,Permit Drawing Review,POINT (-122.322353992 47.677265013)
Critical Risk,Green Lake,7901 Stone Ave N,Seattle,WA,98103,1913,2,Substantial Alteration,Schools,101+,Google Street View,POINT (-122.342355979 47.68646499)
Medium Risk,Green Lake,7918 Aurora Ave N,Seattle,WA,98103,1929,1,No visible retrofit,Commercial,11-100,Permit Drawing Review,POINT (-122.344150041 47.686663013)
Medium Risk,Green Lake,6315 Roosevelt Way NE,Seattle,WA,98115,1940,1,No visible retrofit,Commercial,11-100,Field Visit,POINT (-122.317655013 47.674610004)
Medium Risk,Green Lake,7200 East Green Lake Dr N,Seattle,WA,98115,1927,1,No visible retrofit,Commercial,11-100,Google Street View,POINT (-122.325640033 47.68050399)
High Risk,Green Lake,7400 Woodlawn Ave NE,Seattle,WA,98115,1918,2,No visible retrofit,Public Assembly,101+,Google Street View,POINT (-122.326685005 47.682530986)
High Risk,Green Lake,7220 Woodlawn Ave NE,Seattle,WA,98115,1921,2,Permitted Retrofit,Public Assembly,101+,Google Street View,POINT (-122.324812991 47.681092987)
Medium Risk,Green Lake,7706 Aurora Ave N,Seattle,WA,98103,1930,1,No visible retrofit,Commercial,11-100,Google Street View,POINT (-122.344150041 47.685053981)
Medium Risk,Green Lake,410 NE 72nd St,Seattle,WA,98115,1923,1,No visible retrofit,Commercial,1-10,Field Visit,POINT (-122.324284009 47.680806996)
High Risk,Green Lake,7364 East Green Lake Dr N,Seattle,WA,98115,1910,2,Permitted Retrofit,Public Assembly,101+,Permit Drawing Review,POINT (-122.326662961 47.681508981)
Medium Risk,Green Lake,8061 Densmore Ave N,Seattle,WA,98103,1929,1,Permitted Retrofit,Government,11-100,Google Street View,POINT (-122.338391003 47.68852698)
Medium Risk,Green Lake,7200 Woodlawn Ave NE,Seattle,WA,98115,1912,2,No visible retrofit,Commercial/Residential,11-100,Google Street View,POINT (-122.324495987 47.680695014)
Medium Risk,Green Lake,6423 Latona Ave NE,Seattle,WA,98115,1907,2,No visible retrofit,Commercial,11-100,Google Street View,POINT (-122.325686972 47.675698981)
High Risk,Green Lake,7312 West Green Lake Dr N,Seattle,WA,98103,1927,1,No visible retrofit,Public Assembly,101+,Google Street View,POINT (-122.339813999 47.682125009)
Medium Risk,Green Lake,7203 Woodlawn Ave NE,Seattle,WA,98115,1921,1,No visible retrofit,Commercial,11-100,White Card Permit Records,POINT (-122.325046008 47.680624019)
Medium Risk,Green Lake,6403 Roosevelt Way NE,Seattle,WA,98115,1929,1,No visible retrofit,Commercial,11-100,Google Street View,POINT (-122.317735982 47.675147996)
Medium Risk,Green Lake,316 NE 72nd St,Seattle,WA,98115,1930,2,No visible retrofit,Commercial/Residential,11-100,Permit Drawing Review,POINT (-122.325277013 47.680587013)
Medium Risk,Green Lake,307 NE Maple Leaf Pl,Seattle,WA,98115,1922,2,No visible retrofit,Commercial,101+,Google Street View,POINT (-122.325716979 47.680705994)
Medium Risk,Green Lake,7301 Roosevelt Way NE,Seattle,WA,98115,1931,1,No visible retrofit,Commercial,11-100,Google Street View,POINT (-122.317836984 47.681767981)
High Risk,Green Lake,2253 N 56th St,Seattle,WA,98103,1928,1,No visible retrofit,Public Assembly,101+,Google Street View,POINT (-122.33143 47.668913998)
Medium Risk,Green Lake,5201 Green Lake Way N,Seattle,WA,98103,0,1,No visible retrofit,Government,1-10,Field Visit,POINT (-122.340712036 47.666416987)
Medium Risk,Greenwood/Phinney Ridge,8417 Greenwood Ave N,Seattle,WA,98103,1945,1,No visible retrofit,Commercial,11-100,Field Visit,POINT (-122.355651018 47.690345015)
Critical Risk,Greenwood/Phinney Ridge,144 NW 80th St,Seattle,WA,98117,1908,3,Permitted Retrofit,Schools,101+,Photos from Previous Surveys,POINT (-122.359858985 47.687348988)
Medium Risk,Greenwood/Phinney Ridge,7900 1st Ave NW,Seattle,WA,98103,1931,2,Substantial Alteration,Residential,11-100,History Link,POINT (-122.35763996 47.686398983)
High Risk,Greenwood/Phinney Ridge,6615 Dayton Ave N,Seattle,WA,98103,1917,3,Permitted Retrofit,Public Assembly,101+,Google Street View,POINT (-122.352864036 47.677354993)
Medium Risk,Greenwood/Phinney Ridge,8408 Greenwood Ave N,Seattle,WA,98103,1927,1,Permitted Retrofit,Commercial,11-100,Sandborn Insurance Maps,POINT (-122.354963032 47.690177)
High Risk,Greenwood/Phinney Ridge,7800 Greenwood Ave N,Seattle,WA,98103,1922,2,No visible retrofit,Public Assembly,101+,Field Visit,POINT (-122.354911986 47.685710996)
Critical Risk,Greenwood/Phinney Ridge,120 N 79th St,Seattle,WA,98117,1922,3,Substantial Alteration,Schools,101+,Permit Drawing Review,POINT (-122.357067979 47.686415998)
Medium Risk,Greenwood/Phinney Ridge,7700 6th Ave NW,Seattle,WA,98117,1928,1,No visible retrofit,Commercial,11-100,Google Street View,POINT (-122.363104961 47.68491899)
Medium Risk,Greenwood/Phinney Ridge,7601 Greenwood Ave N,Seattle,WA,98103,1928,1,No visible retrofit,Commercial/Office,11-100,Google Street View,POINT (-122.355695023 47.684241984)
Medium Risk,Greenwood/Phinney Ridge,5705 Phinney Ave N,Seattle,WA,98103,1930,3,Permitted Retrofit,Residential,11-100,Google Street View,POINT (-122.354752981 47.670672982)
Medium Risk,Greenwood/Phinney Ridge,8500 Greenwood Ave N,Seattle,WA,98103,1928,2,No visible retrofit,Commercial/Office,11-100,Field Visit,POINT (-122.354987004 47.691024997)
Medium Risk,Greenwood/Phinney Ridge,8537 Greenwood Ave N,Seattle,WA,98103,1926,2,No visible retrofit,Commercial/Residential,11-100,Google Street View,POINT (-122.355721007 47.691632015)
Medium Risk,Greenwood/Phinney Ridge,7411 Aurora Ave N,Seattle,WA,98103,1923,1,No visible retrofit,Commercial,11-100,Google Street View,POINT (-122.344843979 47.68316998)
Medium Risk,Greenwood/Phinney Ridge,8550 Greenwood Ave N,Seattle,WA,98103,1928,1,No visible retrofit,Commercial,11-100,Field Visit,POINT (-122.354901006 47.691416013)
Medium Risk,Greenwood/Phinney Ridge,213 N 85th St,Seattle,WA,98103,1919,3,No visible retrofit,Commercial/Residential,11-100,Photos from Previous Surveys,POINT (-122.355957042 47.690347991)
High Risk,Greenwood/Phinney Ridge,121 N 80th St,Seattle,WA,98103,1931,1,Substantial Alteration,Public Assembly,101+,Permit Drawing Review,POINT (-122.357034032 47.686706012)
Medium Risk,Greenwood/Phinney Ridge,7613 Greenwood Ave N,Seattle,WA,98103,1928,1,No visible retrofit,Commercial,1-10,Photos from Previous Surveys,POINT (-122.355695023 47.684437995)
Medium Risk,Greenwood/Phinney Ridge,7401 Aurora Ave N,Seattle,WA,98103,1927,2,No visible retrofit,Commercial/Office,11-100,Field Visit,POINT (-122.344863006 47.682791998)
Medium Risk,Greenwood/Phinney Ridge,8410 Greenwood Ave N,Seattle,WA,98103,1927,1,No visible retrofit,Commercial,11-100,Permit Drawing Review,POINT (-122.354969989 47.690307003)
Medium Risk,Greenwood/Phinney Ridge,7413 Greenwood Ave N,Seattle,WA,98103,1925,1,No visible retrofit,Commercial,101+,Sandborn Insurance Maps,POINT (-122.355595027 47.683064997)
Medium Risk,Greenwood/Phinney Ridge,517 NW 65th St,Seattle,WA,98117,1922,1,No visible retrofit,Commercial,1-10,Google Street View,POINT (-122.363687 47.675806017)
Medium Risk,Greenwood/Phinney Ridge,8558 Greenwood Ave N,Seattle,WA,98103,1928,1,No visible retrofit,Commercial,101+,Field Visit,POINT (-122.354918021 47.69159702)
Medium Risk,Greenwood/Phinney Ridge,7223 Aurora Ave N,Seattle,WA,98103,1926,1,No visible retrofit,Commercial,1-10,Google Street View,POINT (-122.344738032 47.681595021)
High Risk,Greenwood/Phinney Ridge,8580 Greenwood Ave N,Seattle,WA,98103,1928,1,No visible retrofit,Public Assembly,101+,Field Visit,POINT (-122.355016005 47.692263004)
Medium Risk,Greenwood/Phinney Ridge,8516 Greenwood Ave N,Seattle,WA,98103,1925,1,No visible retrofit,Commercial,101+,Field Visit,POINT (-122.354987004 47.691024997)
Medium Risk,Greenwood/Phinney Ridge,7219 Greenwood Ave N,Seattle,WA,98103,1926,2,Substantial Alteration,Commercial,11-100,Permit Drawing Review,POINT (-122.355623023 47.681405003)
Medium Risk,Greenwood/Phinney Ridge,7503 Aurora Ave N,Seattle,WA,98103,1929,2,No visible retrofit,Commercial/Residential,11-100,Google Street View,POINT (-122.344842973 47.683431999)
Medium Risk,Greenwood/Phinney Ridge,7619 6th Ave NW,Seattle,WA,98117,1927,1,No visible retrofit,Office,1-10,Sandborn Insurance Maps,POINT (-122.363511986 47.684518)
Medium Risk,Greenwood/Phinney Ridge,6001 Phinney Ave N,Seattle,WA,98103,1920,1,No visible retrofit,Office,11-100,Google Street View,POINT (-122.354647034 47.672645998)
Medium Risk,Highland Park,1100 SW Cloverdale St,Seattle,WA,98106,1938,1,No visible retrofit,Government,1-10,Permit Drawing Review,POINT (-122.349356041 47.527143996)
Medium Risk,Interbay,3208 15th Ave W,Seattle,WA,98119,1926,1,No visible retrofit,Commercial,1-10,Permit Drawing Review,POINT (-122.375892979 47.648856019)
Medium Risk,Interbay,3202 15th Ave W,Seattle,WA,98119,1921,1,No visible retrofit,Commercial,11-100,Permit Drawing Review,POINT (-122.375918963 47.648681005)
Medium Risk,Interbay,1038 Elliott Ave W,Seattle,WA,98119,1925,2,No visible retrofit,Industrial,1-10,Field Visit,POINT (-122.370421021 47.628440008)
Medium Risk,Interbay,904 Elliott Ave W,Seattle,WA,98119,1931,2,No visible retrofit,Commercial,11-100,Permit Drawing Review,POINT (-122.368686973 47.627192991)
Medium Risk,Interbay,1461 Elliott Ave W,Seattle,WA,98119,1937,2,Permitted Retrofit,Commercial,11-100,Google Street View,POINT (-122.375619981 47.631679991)
High Risk,Judkins Park,1427 S Main St,Seattle,WA,98144,1947,1,No visible retrofit,Public Assembly,101+,Google Street View,POINT (-122.312638025 47.599707012)
Medium Risk,Judkins Park,109 18th Ave S,Seattle,WA,98144,1911,1,No visible retrofit,Commercial,1-10,Google Street View,POINT (-122.309189039 47.601348021)
Critical Risk,Judkins Park,620 20th Ave S,Seattle,WA,98144,1922,2,Permitted Retrofit,Schools,101+,Permit Drawing Review,POINT (-122.306000983 47.596938008)
High Risk,Judkins Park,104 17th Ave S,Seattle,WA,98144,1913,3,Permitted Retrofit,Public Assembly,101+,Google Street View,POINT (-122.309839978 47.601374005)
Medium Risk,Judkins Park,624 Rainier Ave S,Seattle,WA,98144,1923,2,No visible retrofit,Commercial/Office,11-100,Google Street View,POINT (-122.312008041 47.596904984)
Medium Risk,Judkins Park,2000 S Jackson St,Seattle,WA,98144,1914,1,No visible retrofit,Commercial,11-100,Google Street View,POINT (-122.306099973 47.59941901)
Medium Risk,Judkins Park,1419 S Jackson St,Seattle,WA,98144,1925,2,Permitted Retrofit,Commercial/Residential,11-100,Google Street View,POINT (-122.313190979 47.598995011)
Medium Risk,Judkins Park,1713 E Yesler Way,Seattle,WA,98122,1912,1,No visible retrofit,Commercial,11-100,Google Street View,POINT (-122.309501014 47.601522993)
Medium Risk,Judkins Park,1432 S Jackson St,Seattle,WA,98144,1925,1,No visible retrofit,Industrial,1-10,Google Street View,POINT (-122.312426969 47.599456016)
Critical Risk,Judkins Park,1902 S Main St,Seattle,WA,98144,1920,1,Visible retrofit,Schools,11-100,Google Street View,POINT (-122.307377962 47.600296008)
High Risk,Judkins Park,604 20th Ave S,Seattle,WA,98144,1911,1,No visible retrofit,Public Assembly,101+,Permit Drawing Review,POINT (-122.305855976 47.59726901)
Medium Risk,Judkins Park,1723 S Jackson St,Seattle,WA,98144,1924,1,No visible retrofit,Office,11-100,Google Street View,POINT (-122.309189961 47.599003016)
Medium Risk,Judkins Park,1300 S Dearborn St,Seattle,WA,98144,1932,1,Visible retrofit,Commercial,11-100,Google Street View,POINT (-122.315597004 47.59622102)
Medium Risk,Laurelhurst/Sand Point,7561 63rd Ave NE,Seattle,WA,98115,1929,2,Visible retrofit,Government,11-100,Department of Neighborhoods,POINT (-122.262415002 47.68378999)
Medium Risk,Laurelhurst/Sand Point,7727 63rd Ave NE,Seattle,WA,98115,1929,2,Permitted Retrofit,Government,11-100,Department of Neighborhoods,POINT (-122.26240201 47.685544993)
Critical Risk,Laurelhurst/Sand Point,4530 46th Ave NE,Seattle,WA,98105,1950,2,Permitted Retrofit,Schools,101+,Permit Drawing Review,POINT (-122.277904005 47.662113005)
Medium Risk,Laurelhurst/Sand Point,6305 NE 74th St,Seattle,WA,98115,1936,2,Permitted Retrofit,Government,1-10,Previous Seismic Reports,POINT (-122.261508295 47.682062684)
Medium Risk,Laurelhurst/Sand Point,7737 62nd Ave NE,Seattle,WA,98115,1930,1,No visible retrofit,Government,1-10,Department of Neighborhoods,POINT (-122.26479586 47.687191025)
Medium Risk,Laurelhurst/Sand Point,6222 NE 74th St,Seattle,WA,98115,1937,3,Substantial Alteration,Office,101+,Permit Drawing Review,POINT (-122.262255998 47.682567992)
Medium Risk,Laurelhurst/Sand Point,6327 NE 74th St,Seattle,WA,98115,1939,1,No visible retrofit,Government,1-10,Previous Seismic Reports,POINT (-122.26074488 47.682062684)
Medium Risk,Laurelhurst/Sand Point,7101 62nd Ave NE,Seattle,WA,98115,1929,3,Substantial Alteration,Residential,101+,Department of Neighborhoods,POINT (-122.262858992 47.680601011)
Medium Risk,Laurelhurst/Sand Point,7777 62nd Ave NE,Seattle,WA,98115,1938,1,Substantial Alteration,Commercial,11-100,Previous Seismic Reports,POINT (-122.264948013 47.68816702)
Critical Risk,Laurelhurst/Sand Point,6200 NE 74th St,Seattle,WA,98115,1937,3,Permitted Retrofit,Schools,101+,Permit Drawing Review,POINT (-122.263038029 47.682565017)
Medium Risk,Licton Springs,10325 Aurora Ave N,Seattle,WA,98133,1931,1,No visible retrofit,Commercial,11-100,Google Street View,POINT (-122.34502704 47.704111998)
Medium Risk,Licton Springs,10333 Aurora Ave N,Seattle,WA,98133,1926,1,Visible retrofit,Commercial,101+,Google Street View,POINT (-122.345033997 47.704183998)
Medium Risk,Licton Springs,9710 Aurora Ave N,Seattle,WA,98103,1948,1,Visible retrofit,Commercial,11-100,Google Street View-Rosettes,POINT (-122.34430804 47.69995801)
Medium Risk,Licton Springs,10326 Aurora Ave N,Seattle,WA,98133,1928,1,No visible retrofit,Commercial,101+,Google Street View,POINT (-122.34433503 47.704149004)
Critical Risk,Madison Park,1617 38th Ave E,Seattle,WA,98112,1913,3,Permitted Retrofit,Schools,101+,Field Visit,POINT (-122.284880011 47.634077006)
Critical Risk,Madison Park,408 Lake Washington Blvd E,Seattle,WA,98112,1915,3,No visible retrofit,Schools,101+,Google Street View,POINT (-122.285867986 47.623274996)
High Risk,Madison Park,1642 43rd Ave E,Seattle,WA,98112,1910,2,No visible retrofit,Public Assembly,101+,Google Street View,POINT (-122.276764988 47.634605988)
Medium Risk,Madison Park,4230 E Madison St,Seattle,WA,98112,1919,1,No visible retrofit,Commercial,11-100,Field Visit,POINT (-122.277478959 47.636442002)
Medium Risk,Madison Park,4130 E Madison St,Seattle,WA,98112,1928,1,Visible retrofit,Commercial/Office,11-100,Field Visit,POINT (-122.27877698 47.635561986)
Medium Risk,Madison Park,4218 E Madison St,Seattle,WA,98112,1919,1,No visible retrofit,Public Assembly,11-100,Field Visit,POINT (-122.277847008 47.636245991)
Medium Risk,Madrona/Leschi,3309 E Union St,Seattle,WA,98122,1929,1,No visible retrofit,Commercial,1-10,Google Street View,POINT (-122.289774959 47.61274502)
Medium Risk,Madrona/Leschi,2513 S Jackson St,Seattle,WA,98144,1924,1,Permitted Retrofit,Commercial,11-100,Field Visit,POINT (-122.299531997 47.599066006)
High Risk,Madrona/Leschi,3201 E Republican St,Seattle,WA,98112,1913,1,Permitted Retrofit,Public Assembly,101+,Sandborn Insurance Maps,POINT (-122.290812974 47.622994998)
Critical Risk,Madrona/Leschi,924 35th Ave,Seattle,WA,98122,1900,1,Permitted Retrofit,Schools,101+,Google Street View,POINT (-122.288586992 47.610700004)
High Risk,Madrona/Leschi,2801 S Jackson St,Seattle,WA,98144,1932,2,No visible retrofit,Public Assembly,101+,Google Street View,POINT (-122.295976981 47.598953982)
Medium Risk,Madrona/Leschi,800 Lake Washington Blvd,Seattle,WA,98122,1922,1,Visible retrofit,Public Assembly,11-100,Photos from Previous Surveys,POINT (-122.282582029 47.610136991)
Medium Risk,Madrona/Leschi,1408 34th Ave,Seattle,WA,98122,1924,1,No visible retrofit,Commercial,11-100,Field Visit,POINT (-122.289086972 47.613116003)
Critical Risk,Madrona/Leschi,2712 S Jackson St,Seattle,WA,98144,1926,1,No visible retrofit,Schools,101+,Google Street View,POINT (-122.296605959 47.599420016)
Medium Risk,Madrona/Leschi,2713 S Jackson St,Seattle,WA,98144,1907,2,Permitted Retrofit,Commercial,11-100,Google Street View,POINT (-122.296779967 47.598988012)
Medium Risk,Madrona/Leschi,1134 33rd Ave,Seattle,WA,98122,1919,1,Substantial Alteration,Government,11-100,Google Street View,POINT (-122.290037983 47.612681988)
Medium Risk,Madrona/Leschi,917 34th Ave,Seattle,WA,98122,0,1,No visible retrofit,Government,1-10,Google Street View,POINT (-122.289812007 47.611271985)
Critical Risk,Magnolia,2418 28th Ave W,Seattle,WA,98199,1927,2,Substantial Alteration,Schools,101+,Google Street View,POINT (-122.39251597 47.640686011)
Critical Risk,Miller Park,728 21st Ave E,Seattle,WA,98112,1908,4,Permitted Retrofit,Schools,101+,Permit Drawing Review,POINT (-122.304172973 47.625944003)
Medium Risk,Miller Park,317 18th Ave E,Seattle,WA,98112,1916,3,No visible retrofit,Residential,11-100,Google Street View,POINT (-122.309068005 47.62107001)
Medium Risk,Miller Park,1914 E Mercer St,Seattle,WA,98112,1912,2,No visible retrofit,Residential,11-100,Google Street View,POINT (-122.30664597 47.624651011)
Medium Risk,Miller Park,1608 E Republican St,Seattle,WA,98112,1922,4,No visible retrofit,Residential,11-100,Google Street View,POINT (-122.310959968 47.623437982)
Medium Risk,Miller Park,620 19th Ave E,Seattle,WA,98112,1907,2,No visible retrofit,Residential,11-100,Google Street View,POINT (-122.307014019 47.624997016)
Medium Risk,Miller Park,128 16th Ave E,Seattle,WA,98112,1906,2,No visible retrofit,Office,11-100,Sandborn Insurance Maps,POINT (-122.311077985 47.619446981)
High Risk,Miller Park,732 18th Ave E,Seattle,WA,98112,1923,2,No visible retrofit,Public Assembly,101+,Permit Drawing Review,POINT (-122.308211961 47.62624001)
High Risk,Miller Park,1919 E Prospect St,Seattle,WA,98112,1924,1,No visible retrofit,Public Assembly,101+,Permit Drawing Review,POINT (-122.306419994 47.628470016)
Medium Risk,Miller Park,1000 Turner Way E,Seattle,WA,98112,1910,1,No visible retrofit,Office,11-100,Google Street View,POINT (-122.301896029 47.627636016)
Medium Risk,Miller Park,1619 E John St,Seattle,WA,98112,1927,5,Permitted Retrofit,Residential,11-100,Google Street View,POINT (-122.310383964 47.619451004)
Medium Risk,Miller Park,400 15th Ave E,Seattle,WA,98112,1920,2,Visible retrofit,Office,11-100,Photos from Previous Surveys,POINT (-122.312342982 47.622236981)
